14092500,宁武县                                                                                              ,39.0015517,112.304767
14092600,静乐县                                                                                              ,38.3594431,111.939547
14092700,神池县                                                                                              ,39.0905588,112.211297
14092800,五寨县                                                                                              ,38.9110967,111.846828
14092900,岢岚县                                                                                              ,38.7041831,111.572910
14093000,河曲县                                                                                              ,39.3850814,111.138607
14093100,保德县                                                                                              ,39.0224845,111.086561
14093200,偏关县                                                                                              ,39.4364333,111.503484
14098100,原平市                                                                                              ,38.7308533,112.710971
14100000,临汾市                                                                                              ,36.0877426,111.518847
14100200,尧都区                                                                                              ,36.0835635,111.515071
14102100,曲沃县                                                                                              ,35.6410890,111.475857
14102200,翼城县                                                                                              ,35.7381612,111.718951
14102300,襄汾县                                                                                              ,35.8763240,111.441739
14102400,洪洞县                                                                                              ,36.2537561,111.674909
14102500,古县                                                                                                ,36.2684970,111.919785
14102600,安泽县                                                                                              ,36.1478297,112.250232
14102700,浮山县                                                                                              ,35.9681078,111.848909
14102800,吉县                                                                                                ,36.0981894,110.681762
14102900,乡宁县                                                                                              ,35.9704783,110.847201
14103000,大宁县                                                                                              ,36.4650577,110.752776
14103100,隰县                                                                                                ,36.6933541,110.940660
